,concept,type,process_desc,subconcept,content,infos
54,plan Risk_Responses ,tools and techniques,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Strategies_For_Negative_Risks_Or_Threats,"three strategies, which typically deal with threats or risks that may have negative impacts on Project_Objectives if they occur, are: avoid, transfer, and mitigate. the fourth strategy, accept, can be used for negative risks or threats as well as positive risks or opportunities. each of these Risk_Response_Strategies have varied and unique influence on the Risk_Condition. these strategies should be chosen to match the Risk_Probability and impact on the project overall objectives. avoidance and Mitigation_Strategies are usually good strategies for critical risks with high impact, while transference and acceptance are usually good strategies for threats that are less critical and with low overall impact. the four strategies for dealing with negative risks or threats are further described as follows: • avoid Risk_Avoidance is a Risk_Response_Strategy whereby the Project_Team acts to eliminate the threat or protect the project from its impact. it usually involves changing the Project_Management_Plan to eliminate the threat entirely. the Project_Manager may also isolate the Project_Objectives from the Risk_Impact or change the objective that is in jeopardy. examples of this include extending the schedule, changing the strategy, or reducing scope. the most radical Avoidance_Strategy is to shut down the project entirely. some risks that arise early in the project can be avoided by clarifying requirements, obtaining information, improving communication, or acquiring expertise. •_Transfer_Risk_Transference is a Risk_Response_Strategy whereby the Project_Team shifts the impact of a threat to a third party, together with ownership of the response. transferring the risk simply gives another Party_Responsibility for its management— it does not eliminate it. transferring does not mean disowning the risk by transferring it to a later project or another person without his or her knowledge or agreement. Risk_Transference nearly always involves payment of a Risk_Premium to the party taking on the risk. transferring liability for risk is most effective in dealing with financial Risk_Exposure. Transference_Tools can be quite diverse and include the use of insurance, Performance_Bonds, warranties, guarantees, etc. contracts or agreements may be used to transfer liability for specified risks to another party. for example, when a buyer has capabilities that the seller does not possess, it may be prudent to transfer some work and its concurrent risk contractually back to the buyer. in many cases, use of a costplus contract may transfer the Cost_Risk to the buyer, while a Fixedprice_Contract may transfer risk to the seller. • mitigate Risk_Mitigation is a Risk_Response_Strategy whereby the Project_Team acts to reduce the probability of occurrence or impact of a risk. it implies a reduction in the probability and/or impact of an adverse risk to be within acceptable Threshold_Limits. taking early action to reduce the probability and/or impact of a risk occurring on the project is often more effective than trying to repair the damage after the risk has occurred. adopting less complex processes, conducting more tests, or choosing a more stable supplier are examples of Mitigation_Actions. mitigation may require Prototype_Development to reduce the risk of scaling up from a Benchscale_Model of a process or product. where it is not possible to reduce probability, a Mitigation_Response might address the Risk_Impact by targeting linkages that determine the severity. for example, Designing_Redundancy into a system may reduce the impact from a failure of the original component. • accept Risk_Acceptance is a Risk_Response_Strategy whereby the Project_Team decides to acknowledge the risk and not take any action unless the risk occurs. this strategy is adopted where it is not possible or costeffective to address a specific risk in any other way. this strategy indicates that the Project_Team has decided not to change the Project_Management_Plan to deal with a risk, or is unable to identify any other suitable Response_Strategy. this strategy can be either passive or active. passive acceptance requires no action except to document the strategy, leaving the Project_Team to deal with the risks as they occur, and to periodically review the threat to ensure that it does not change significantly. the most common active Acceptance_Strategy is to establish a Contingency_Reserve, including amounts of time, money, or resources to handle the risks .",{}
55,plan Risk_Responses ,tools and techniques,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Strategies_For_Positive_Risks_Or_Opportunities,"three of the four responses are suggested to deal with risks with potentially positive impacts on Project_Objectives. the fourth strategy, accept, can be used for negative risks or threats as well as positive risks or opportunities. these strategies, described below, are to exploit, share, enhance, and accept. • exploit the Exploit_Strategy may be selected for risks with positive impacts where the organization wishes to ensure that the opportunity is realized. this strategy seeks to eliminate the uncertainty associated with a particular upside risk by ensuring the opportunity definitely happens. examples of directly exploiting responses include assigning an organization most talented resources to the project to reduce the time to completion or using new technologies or Technology_Upgrades to reduce cost and duration required to realize Project_Objectives. • enhance the Enhance_Strategy is used to increase the probability and/or the positive impacts of an opportunity. identifying and maximizing key drivers of these positiveimpact risks may increase the probability of their occurrence. examples of enhancing opportunities include adding more resources to an activity to finish early. • share sharing a positive risk involves allocating some or all of the ownership of the opportunity to a third party who is best able to capture the opportunity for the benefit of the project. examples of Sharing_Actions include forming Risksharing_Partnerships, teams, specialpurpose companies, or joint ventures, which can be established with the express purpose of taking advantage of the opportunity so that all parties gain from their actions. • accept accepting an opportunity is being willing to take advantage of the opportunity if it arises, but not actively pursuing it.",{}
56,plan Risk_Responses ,tools and techniques,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Contingent_Response_Strategies,"some responses are designed for use only if certain events occur. for some risks, it is appropriate for the Project_Team to make a Response_Plan that will only be executed under certain predefined conditions, if it is believed that there will be sufficient warning to implement the plan. events that trigger the Contingency_Responsesuch as missing intermediate milestones or gaining higher priority with a supplier, should be defined and tracked. Risk_Responses identified using this technique are often called Contingency_Plans or Fallback_Plans and include identified triggering events that set the plans in effect .",{}
57,plan Risk_Responses ,tools and techniques,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Expert_Judgment,"Expert_Judgment is input from knowledgeable parties pertaining to the actions to be taken on a specific and defined risk. expertise may be provided by any group or person with specialized education, knowledge, skill, experience, or training in establishing Risk_Responses .",{}
58,plan Risk_Responses ,outputs,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Project_Management_Plan_Updates,"elements of the Project_Management_Plan that may be updated as a result of carrying out this process include, but are not limited to: •_Schedule_Management_Plan the Schedule_Management_Plan is updated to reflect changes in process and practice driven by the Risk_Responses. this may include changes in tolerance or behavior related to Resource_Loading and leveling, as well as updates to the Schedule_Strategy. • Cost_Management_Plan the Cost_Management_Plan is updated to reflect changes in process and practice driven by the Risk_Responses. this may include changes in tolerance or behavior related to Cost_Accounting, tracking, and reports, as well as updates to the Budget_Strategy and how Contingency_Reserves are consumed. • Quality_Management_Plan the Quality_Management_Plan is updated to reflect changes in process and practice driven by the Risk_Responses. this may include changes in tolerance or behavior related to requirements, Quality_Assurance, or Quality_Control, as well as updates to the Requirements_Documentation. • Procurement_Management plan the Procurement_Management_Plan may be updated to reflect changes in strategysuch as alterations in the Makeorbuy_Decision or Contract_Type(s) driven by the Risk_Responses. •_Human_Resource_Management_Plan the Staffing_Management_Plan, part of the Human_Resource_Management_Plan, is updated to reflect changes in Project_Organizational_Structure and Resource_Applications driven by the Risk_Responses. this may include changes in tolerance or behavior related to Staff_Allocation, as well as updates to the Resource_Loading. •_Scope_Baseline because of new, modified or omitted work generated by the Risk_Responses, the Scope_Baseline may be updated to reflect those changes. • Schedule_Baseline because of new work( or omitted work) generated by the Risk_Responses, the Schedule_Baseline may be updated to reflect those changes. •_Cost_Baseline because of new work( or omitted work) generated by the Risk_Responses, the Cost_Baseline may be updated to reflect those changes .",{}
59,plan Risk_Responses ,outputs,"plan risk responses is the process of developing options and actions to enhance opportunities and to reduce 
threats to project objectives. the key benefit of this process is that it addresses the risks by their priority, inserting 
resources and activities into the budget, schedule and project management plan as needed. the inputs, tools and 
techniques, and outputs of this process are depicted in figure 11-18. figure 11-19 depicts the data flow diagram 
of the process.
the plan risk responses process follows the perform quantitative risk analysis process (if used). each risk 
response requires an understanding of the mechanism by which it will address the risk. this is the mechanism 
used to analyze if the risk response plan is having the desired effect. it includes the identification and assignment 
of one person (an owner for risk response) to take responsibility for each agreed-to and funded risk response. risk 
responses should be appropriate for the significance of the risk, cost-effective in meeting the challenge, realistic 
within the project context, agreed upon by all parties involved, and owned by a responsible person. selecting the 
optimum risk response from several options is often required.
the plan risk responses process presents commonly used approaches to planning responses to the risks. 
risks include threats and opportunities that can affect project success, and responses are discussed for each.",Project_Documents_Updates,"in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Risk_Owners and assigned responsibilities;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Agreedupon_Response_Strategies;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include specific actions to implement the chosen Response_Strategy;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Trigger_Conditions, symptoms, and Warning_Signs of a Risk_Occurrence;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include budget and Schedule_Activities required to implement the chosen responses;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Contingency_Plans and triggers that call for their execution;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Fallback_Plans for use as a reaction to a risk that has occurred and the primary response proves to be inadequate;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include residual risks that are expected to remain after planned responses have been taken, as well as those that have been deliberately accepted;. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include secondary risks that arise as a direct outcome of implementing a Risk_Response; and. in the Plan_Risk_Responses_Process, several Project_Documents are updated as needed. for example, when appropriate Risk_Responses are chosen and agreed upon, they are included in the Risk_Register. the Risk_Register should be written to a level of detail that corresponds with the priority ranking and the planned response. often, the high and moderate risks are addressed in detail. risks judged to be of low priority are included in a Watch_List for periodic monitoring. updates to the Risk_Register can include Contingency_Reserves that are calculated based on the Quantitative_Risk_Analysis of the project and the Organization_Risk_Thresholds",{}
60,Control_Risks ,inputs,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Project_Management_Plan,"the Project_Management_Plan, which includes the Risk_Management_Plan, provides guidance for Risk_Monitoring and controlling .","{0: {'about': 'project management plan', 'description': 'described in section 4.2.3.1. '}}"
61,Control_Risks ,inputs,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Risk_Register,"the Risk_Register has key inputs that include Identified_Risks and Risk_Owners, Agreedupon_Risk_Responses, Control_Actions for assessing the effectiveness of Response_Plans, Risk_Responses, specific Implementation_Actions, symptoms and Warning_Signs of risk, residual and secondary risks, a Watch_List of Lowpriority_Risks, and the time and cost Contingency_Reserves. the Watch_List is within the Risk_Register and provides a list of Lowpriority_Risks .",{}
62,Control_Risks ,inputs,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Work_Performance_Data,"Work_Performance_Data related to various Performance_Results possibly impacted by risks includes, but is not limited to: •_Deliverable_Status, • Schedule_Progress, and •_Costs incurred.","{0: {'about': 'work performance data', 'description': 'described in section 4.3.3.2. '}}"
63,Control_Risks ,inputs,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Work_Performance_Reports,"Work_Performance_Reports take information from Performance_Measurements and analyze it to provide Project_Work_Performance_Information including Variance_Analysis, earned Value_Data, and Forecasting_Data. these Data_Points could be impactful in controlling performance related risks .","{0: {'about': 'work performance reports', 'description': 'described in section 4.4.3.2. '}}"
64,Control_Risks ,tools and techniques,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Risk_Reassessment,"Control_Risks often results in identification of new risks, reassessment of current risks, and the closing of risks that are outdated. Project_Risk_Reassessments should be regularly scheduled. the amount and detail of repetition that are appropriate depends on how the project progresses relative to its objectives .",{}
65,Control_Risks ,tools and techniques,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Risk_Audits,"Risk_Audits examine and document the effectiveness of Risk_Responses in dealing with Identified_Risks and their Root_Causes, as well as the effectiveness of the Risk_Management_Process. the Project_Manager is responsible for ensuring that Risk_Audits are performed at an appropriate frequency, as defined in the Project_Risk_Management_Plan. Risk_Audits may be included during routine Project_Review_Meetings, or the team may choose to hold separate Risk_Audit_Meetings. the format for the audit and its objectives should be clearly defined before the audit is conducted.",{}
66,Control_Risks ,tools and techniques,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Variance_And_Trend_Analysis,"many Control_Processes employ Variance_Analysis to compare the planned results to the Actual_Results. for the purposes of controlling risks, trends in the Project_Execution should be reviewed using Performance_Information. earned Value_Analysis and other methods of Project_Variance and Trend_Analysis may be used for monitoring overall Project_Performance. outcomes from these analyses may forecast Potential_Deviation of the project at completion from cost and Schedule_Targets. deviation from the Baseline_Plan may indicate the Potential_Impact of threats or opportunities .",{}
67,Control_Risks ,tools and techniques,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Technical_Performance_Measurement,"technical Performance_Measurement compares technical accomplishments during Project_Execution to the schedule of technical achievement. it requires the definition of objective, quantifiable measures of technical performance, which can be used to compare Actual_Results against targets. such technical Performance_Measures may include weight, Transaction_Times, number of delivered defects, Storage_Capacity, etc . deviationsuch as demonstrating more or less functionality than planned at a milestone, can help to forecast the degree of success in achieving the Project_Scope .",{}
68,Control_Risks ,tools and techniques,"control risks is the process of implementing risk response plans, tracking identified risks, monitoring residual 
risks, identifying new risks, and evaluating risk process effectiveness throughout the project. the key benefit of 
this process is that it improves efficiency of the risk approach throughout the project life cycle to continuously 
optimize risk responses. the inputs, tools and techniques, and outputs of this process are depicted in figure 11-20. 
figure 11-21 depicts the data flow diagram of the process.
planned risk responses that are included in the risk register are executed during the life cycle of the project, but 
the project work should be continuously monitored for new, changing, and outdated risks.
the control risks process applies techniquessuch as variance and trend analysis, which require the use of 
performance information generated during project execution. other purposes of the control risks process are to 
determine if:
•	 project assumptions are still valid,
•	 analysis shows an assessed risk has changed or can be retired,
•	 risk management policies and procedures are being followed, and
•	  contingency reserves for cost or schedule should be modified in alignment with the current risk 
assessment.
control risks can involve choosing alternative strategies, executing a contingency or fallback plan, taking 
corrective action, and modifying the project management plan. the risk response owner reports periodically to the 
project manager on the effectiveness of the plan, any unanticipated effects, and any correction needed to handle 
the risk appropriately. control risks also includes updating the organizational process assets, including project 
lessons learned databases and risk management templates, for the benefit of future projects.",Reserve_Analysis,"throughout execution of the project, some risks may occur with positive or negative impacts on budget or Schedule_Contingency_Reserves. Reserve_Analysis compares the amount of the Contingency_Reserves remaining to the amount of risk remaining at any time in the project in order to determine if the remaining reserve is adequate.",{}
